scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
containment,0.8268009164540278,-0.13284161034381436,0.766987951807229,0.6341463414634146,GNS,containment,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_containment_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
containment,0.8077208953050886,-0.1474757566852778,0.766987951807229,0.6195121951219512,GNS,containment,B,,graph-networks,,,,,,,L2 on particle 3D positions,containment,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_containment_readout_B_containment_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
containment,0.9158410151490769,-0.06454892741698515,0.766987951807229,0.7024390243902439,GNS,containment,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_containment,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_no_containment_readout_B_containment_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
containment,0.6487207190639295,-0.2694269761974729,0.766987951807229,0.4975609756097561,OP3,containment,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
containment,0.6487207190639295,-0.2694269761974729,0.766987951807229,0.4975609756097561,OP3,containment,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
containment,0.6614407331632223,-0.2596708786364973,0.766987951807229,0.5073170731707317,OP3,containment,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
containment,0.6868807613618078,-0.24015868351454606,0.766987951807229,0.526829268292683,OP3,containment,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,containment,0.0,Image Reconstruction,containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_containment_Image Reconstruction_0_containment_readout_A_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
containment,0.6169206838156976,-0.29381722009991196,0.766987951807229,0.47317073170731705,OP3,containment,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,containment,0.0,Image Reconstruction,containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_containment_Image Reconstruction_0_containment_readout_B_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
containment,0.6360007049646368,-0.27918307375844853,0.766987951807229,0.4878048780487805,OP3,containment,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,containment,0.0,Image Reconstruction,containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_containment_Image Reconstruction_0_containment_readout_C_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
containment,0.6678007402128686,-0.2547928298560095,0.766987951807229,0.5121951219512195,OP3,containment,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_containment,0.0,Image Reconstruction,no_containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_containment_Image Reconstruction_0_no_containment_readout_A_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
containment,0.6614407331632223,-0.2596708786364973,0.766987951807229,0.5073170731707317,OP3,containment,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_containment,0.0,Image Reconstruction,no_containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_containment_Image Reconstruction_0_no_containment_readout_B_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
containment,0.6296406979149903,-0.28406112253893634,0.766987951807229,0.48292682926829267,OP3,containment,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_containment,0.0,Image Reconstruction,no_containment,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_containment_Image Reconstruction_0_no_containment_readout_C_containment_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
containment,0.7094213745818778,-0.22287030474840552,0.766987951807229,0.5441176470588235,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_A_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,0.728594925246253,-0.2081644223954643,0.766987951807229,0.5588235294117647,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_B_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,0.6966390074722945,-0.23267422631703294,0.766987951807229,0.5343137254901961,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,0.6966390074722945,-0.23267422631703294,0.766987951807229,0.5343137254901961,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,0.997024634547504,-0.0022820694542878828,0.766987951807229,0.7647058823529411,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,containment,0.0,L2 on 2D position,containment,0,RPIN_R-CNN_0.0_L2 on 2D position_containment_L2 on 2D position_0_containment_readout_A_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
containment,0.7988979443489617,-0.15424285376801328,0.766987951807229,0.6127450980392157,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,containment,0.0,L2 on 2D position,containment,0,RPIN_R-CNN_0.0_L2 on 2D position_containment_L2 on 2D position_0_containment_readout_B_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
containment,0.8564185963420868,-0.1101252067091898,0.766987951807229,0.6568627450980392,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,containment,0.0,L2 on 2D position,containment,0,RPIN_R-CNN_0.0_L2 on 2D position_containment_L2 on 2D position_0_containment_readout_C_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
containment,0.8564185963420868,-0.1101252067091898,0.766987951807229,0.6568627450980392,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,containment,0.0,L2 on 2D position,containment,0,RPIN_R-CNN_0.0_L2 on 2D position_containment_L2 on 2D position_0_containment_readout_D_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
containment,0.8052891279037533,-0.14934089298369957,0.766987951807229,0.6176470588235294,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,0.0,L2 on 2D position,no_containment,0,RPIN_R-CNN_0.0_L2 on 2D position_no_containment_L2 on 2D position_0_no_containment_readout_A_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.6135536212600025,-0.29639971651311137,0.766987951807229,0.47058823529411764,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,0.0,L2 on 2D position,no_containment,0,RPIN_R-CNN_0.0_L2 on 2D position_no_containment_L2 on 2D position_0_no_containment_readout_B_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.7158125581366697,-0.2179683439640917,0.766987951807229,0.5490196078431373,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,0.0,L2 on 2D position,no_containment,0,RPIN_R-CNN_0.0_L2 on 2D position_no_containment_L2 on 2D position_0_no_containment_readout_C_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.7158125581366697,-0.2179683439640917,0.766987951807229,0.5490196078431373,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,0.0,L2 on 2D position,no_containment,0,RPIN_R-CNN_0.0_L2 on 2D position_no_containment_L2 on 2D position_0_no_containment_readout_D_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.9331127989995872,-0.051301677297425075,0.766987951807229,0.7156862745098039,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
containment,0.7669420265750032,-0.17875265768958193,0.766987951807229,0.5882352941176471,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
containment,0.8372450456777119,-0.12483108906213092,0.766987951807229,0.6421568627450981,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
containment,0.8372450456777119,-0.12483108906213092,0.766987951807229,0.6421568627450981,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
containment,0.9842422674379206,-0.012085991022915299,0.766987951807229,0.7549019607843137,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,containment,1.0,L2 on 2D position,containment,1,RPIN_R-CNN_1.0_L2 on 2D position_containment_L2 on 2D position_1_containment_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
containment,0.83085386212292,-0.12973304984644474,0.766987951807229,0.6372549019607843,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,containment,1.0,L2 on 2D position,containment,1,RPIN_R-CNN_1.0_L2 on 2D position_containment_L2 on 2D position_1_containment_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
containment,0.8436362292325035,-0.11992912827781721,0.766987951807229,0.6470588235294118,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,containment,1.0,L2 on 2D position,containment,1,RPIN_R-CNN_1.0_L2 on 2D position_containment_L2 on 2D position_1_containment_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
containment,0.8436362292325035,-0.11992912827781721,0.766987951807229,0.6470588235294118,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,containment,1.0,L2 on 2D position,containment,1,RPIN_R-CNN_1.0_L2 on 2D position_containment_L2 on 2D position_1_containment_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
containment,0.7158125581366697,-0.2179683439640917,0.766987951807229,0.5490196078431373,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,1.0,L2 on 2D position,no_containment,1,RPIN_R-CNN_1.0_L2 on 2D position_no_containment_L2 on 2D position_1_no_containment_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.6582919061435444,-0.2620859910229153,0.766987951807229,0.5049019607843137,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,1.0,L2 on 2D position,no_containment,1,RPIN_R-CNN_1.0_L2 on 2D position_no_containment_L2 on 2D position_1_no_containment_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.6391183554791693,-0.2767918733758565,0.766987951807229,0.49019607843137253,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,1.0,L2 on 2D position,no_containment,1,RPIN_R-CNN_1.0_L2 on 2D position_no_containment_L2 on 2D position_1_no_containment_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.6391183554791693,-0.2767918733758565,0.766987951807229,0.49019607843137253,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,1.0,L2 on 2D position,no_containment,1,RPIN_R-CNN_1.0_L2 on 2D position_no_containment_L2 on 2D position_1_no_containment_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.913939248335212,-0.06600755965036631,0.766987951807229,0.7009803921568627,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
containment,0.7030301910270862,-0.22777226553271923,0.766987951807229,0.5392156862745098,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
containment,0.728594925246253,-0.2081644223954643,0.766987951807229,0.5588235294117647,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
containment,0.728594925246253,-0.2081644223954643,0.766987951807229,0.5588235294117647,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
containment,0.958677533218754,-0.03169383416017013,0.766987951807229,0.7352941176470589,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,containment,2.0,L2 on 2D position,containment,2,RPIN_R-CNN_2.0_L2 on 2D position_containment_L2 on 2D position_2_containment_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
containment,0.8564185963420868,-0.1101252067091898,0.766987951807229,0.6568627450980392,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,containment,2.0,L2 on 2D position,containment,2,RPIN_R-CNN_2.0_L2 on 2D position_containment_L2 on 2D position_2_containment_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
containment,0.8564185963420868,-0.1101252067091898,0.766987951807229,0.6568627450980392,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,containment,2.0,L2 on 2D position,containment,2,RPIN_R-CNN_2.0_L2 on 2D position_containment_L2 on 2D position_2_containment_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
containment,0.8564185963420868,-0.1101252067091898,0.766987951807229,0.6568627450980392,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,containment,2.0,L2 on 2D position,containment,2,RPIN_R-CNN_2.0_L2 on 2D position_containment_L2 on 2D position_2_containment_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
containment,0.7541596594654199,-0.18855657925820934,0.766987951807229,0.5784313725490197,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,2.0,L2 on 2D position,no_containment,2,RPIN_R-CNN_2.0_L2 on 2D position_no_containment_L2 on 2D position_2_no_containment_readout_A_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.7349861088010446,-0.20326246161115058,0.766987951807229,0.5637254901960784,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,2.0,L2 on 2D position,no_containment,2,RPIN_R-CNN_2.0_L2 on 2D position_no_containment_L2 on 2D position_2_no_containment_readout_B_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.7094213745818778,-0.22287030474840552,0.766987951807229,0.5441176470588235,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,2.0,L2 on 2D position,no_containment,2,RPIN_R-CNN_2.0_L2 on 2D position_no_containment_L2 on 2D position_2_no_containment_readout_C_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.7094213745818778,-0.22287030474840552,0.766987951807229,0.5441176470588235,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_containment,2.0,L2 on 2D position,no_containment,2,RPIN_R-CNN_2.0_L2 on 2D position_no_containment_L2 on 2D position_2_no_containment_readout_D_containment_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
containment,0.8083568960100533,-0.146987951807229,0.766987951807229,0.62,SVG,containment,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.6584197298146403,-0.261987951807229,0.766987951807229,0.505,SVG,containment,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.6584197298146403,-0.261987951807229,0.766987951807229,0.505,SVG,containment,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.6584197298146403,-0.261987951807229,0.766987951807229,0.505,SVG,containment,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.8735469682689286,-0.09698795180722897,0.766987951807229,0.67,SVG,containment,A,VGG,LSTM,,,,VAE,containment,0.0,VAE,containment,0,SVG_VGG_0.0_VAE_containment_VAE_0_containment_readout_A_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
containment,0.6649387370405277,-0.256987951807229,0.766987951807229,0.51,SVG,containment,B,VGG,LSTM,,,,VAE,containment,0.0,VAE,containment,0,SVG_VGG_0.0_VAE_containment_VAE_0_containment_readout_B_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
containment,0.7366478165252904,-0.20198795180722906,0.766987951807229,0.565,SVG,containment,C,VGG,LSTM,,,,VAE,containment,0.0,VAE,containment,0,SVG_VGG_0.0_VAE_containment_VAE_0_containment_readout_C_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
containment,0.7366478165252904,-0.20198795180722906,0.766987951807229,0.565,SVG,containment,D,VGG,LSTM,,,,VAE,containment,0.0,VAE,containment,0,SVG_VGG_0.0_VAE_containment_VAE_0_containment_readout_D_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
containment,0.7822808671065031,-0.16698795180722903,0.766987951807229,0.6,SVG,containment,A,VGG,LSTM,,,,VAE,no_containment,0.0,VAE,no_containment,0,SVG_VGG_0.0_VAE_no_containment_VAE_0_no_containment_readout_A_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
containment,0.5997486647816525,-0.306987951807229,0.766987951807229,0.46,SVG,containment,B,VGG,LSTM,,,,VAE,no_containment,0.0,VAE,no_containment,0,SVG_VGG_0.0_VAE_no_containment_VAE_0_no_containment_readout_B_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
containment,0.7105717876217404,-0.22198795180722897,0.766987951807229,0.545,SVG,containment,C,VGG,LSTM,,,,VAE,no_containment,0.0,VAE,no_containment,0,SVG_VGG_0.0_VAE_no_containment_VAE_0_no_containment_readout_C_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
containment,0.7105717876217404,-0.22198795180722897,0.766987951807229,0.545,SVG,containment,D,VGG,LSTM,,,,VAE,no_containment,0.0,VAE,no_containment,0,SVG_VGG_0.0_VAE_no_containment_VAE_0_no_containment_readout_D_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
containment,0.7822808671065031,-0.16698795180722903,0.766987951807229,0.6,SVG,containment,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_containment_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.8692009634516702,-0.10032128514056238,0.766987951807229,0.6666666666666666,SVG,containment,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.6975337731699655,-0.23198795180722898,0.766987951807229,0.535,SVG,containment,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_containment_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.6808740880371417,-0.24476572958500675,0.766987951807229,0.5222222222222223,SVG,containment,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_containment_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
containment,0.7953188815582782,-0.15698795180722902,0.766987951807229,0.61,SVG,containment,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_containment_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
