scenario,Cohens_k_lb,Cohens_k_med,Cohens_k_ub,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
collision,0.10333177384322997,0.18232055673423486,0.2752151594768605,94,SVG,collision,C,VGG,LSTM,,,,VAE,no_collision,2.0,VAE,no_collision,2,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.10333177384322997,0.18232055673423486,0.2752151594768605,94,SVG,collision,D,VGG,LSTM,,,,VAE,no_collision,2.0,VAE,no_collision,2,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.15162701324663422,0.2410769620444171,0.3276377429987824,94,SVG,collision,A,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_A_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.10334350531489724,0.21244540351302527,0.2851406923692227,94,SVG,collision,B,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_B_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.14628321336532485,0.2524013664800493,0.35901320734264824,94,SVG,collision,C,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.14628321336532485,0.2524013664800493,0.35901320734264824,94,SVG,collision,D,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,0.16807178472195786,0.2915524882889838,0.4450845381952688,94,FitVid,collision,C,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,0.32929627740948497,0.46549703318438207,0.5982384823848238,94,FitVid,collision,B,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,0.3455006059789928,0.5233045498156844,0.6631119569032872,94,FitVid,collision,A,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,0.07801418439716318,0.20284690840423708,0.2862736315520964,94,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.013140469884339019,0.10568628544718633,0.17397212668508721,94,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.012213196484116803,0.10667783089518867,0.18395504868688967,94,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.04295024084325416,0.052594702450763864,0.14196480265647715,94,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,-0.07254200994447076,0.022964122666539133,0.10309684333997673,94,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,-0.137914783645157,-0.04818691589385227,0.03696621101496112,94,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,0.06479476740130362,0.18348247446563953,0.27114432690739504,94,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,0.010017366281661211,0.10858995137763383,0.20562221685900883,94,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,-0.04717021889400914,0.06877788842714055,0.1392830254242197,94,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,0.16806219358021643,0.36563827408897825,0.4785886488104891,94,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,0.08710991957104554,0.21080791867308724,0.30878209354968084,94,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,0.06666666666666665,0.21333333333333337,0.289,94,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,0.15456183745583038,0.3415266610131614,0.45328543623345297,94,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,0.12301695293777815,0.2399080014215631,0.3184703239487871,94,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,0.06774136403897252,0.21220803110746955,0.28895677615109217,94,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,0.16806219358021643,0.36563827408897825,0.4785886488104891,94,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,0.09535921848343026,0.24690693921463147,0.3265323553785092,94,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,0.06666666666666665,0.21333333333333337,0.289,94,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,0.15456183745583038,0.3415266610131614,0.45328543623345297,94,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,0.08417609391675557,0.19355893383916617,0.2723013690136867,94,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,0.06774136403897252,0.21220803110746955,0.28895677615109217,94,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,0.16806219358021643,0.36563827408897825,0.4785886488104891,94,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,0.11180804387568559,0.22902513690527015,0.32331111057819134,94,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,0.06666666666666665,0.21333333333333337,0.289,94,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,0.16806219358021643,0.36563827408897825,0.4785886488104891,94,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,0.13405188355449768,0.23977871567255388,0.3427431898451392,94,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,0.06666666666666665,0.21333333333333337,0.289,94,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,-0.10059126241510469,-0.03553088743817068,0.032697547683923744,94,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.06487996702544736,0.01680278566576926,0.1041598874490362,94,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.08658035752720966,0.003345333850706733,0.10428232056974499,94,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,-0.059766248111870424,0.01881786566430227,0.10181612297185556,94,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,-0.09440604047696036,-0.023985102282005344,0.0662926904511305,94,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,-0.12099474414955598,-0.0232181655581708,0.07654790573365441,94,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,-0.10551906015524339,-0.013115898284311811,0.07967618817242925,94,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,-0.08813107523658627,0.0,0.0710382513661203,94,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,-0.1019533174511684,-0.0334311580475285,0.06728951253679374,94,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,0.3468993844112054,0.5648214781708456,0.6888877853120005,94,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,collision,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
collision,0.34648933447792946,0.5414493796079841,0.6981844312946625,94,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
collision,0.38181669424526565,0.5649809679173464,0.7140320724431387,94,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_collision,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_collision_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
collision,0.3999667565139263,0.5974216546092448,0.7329743535451693,94,GNS,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,collision,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
collision,0.3574156196107416,0.5476961448670816,0.697819879984514,94,GNS,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
collision,0.3854054054054054,0.5885854341736695,0.7364772306553129,94,GNS,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_collision,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_no_collision_readout_B_collision_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
collision,0.4150205847609861,0.6365105008077545,0.7684672060518953,94,DPI,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,collision,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,same,same
collision,0.34321758803855995,0.5663457658436544,0.6929390714228214,94,DPI,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all,same
collision,0.26769451469094235,0.44720232120020353,0.5978448614007893,94,DPI,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_collision,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_no_collision_readout_B_collision_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all_but_this,same
containment,0.18107688730290752,0.3055555555555556,0.42209887807515556,83,VGGFrozenMLP,containment,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
containment,0.004118414660086533,0.13932221624529317,0.22910688884518934,83,VGGFrozenMLP,containment,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
containment,0.053698069825134635,0.1711128048780487,0.2541680753219023,83,VGGFrozenMLP,containment,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
containment,0.23643266179676206,0.3141405588484335,0.4358588000881838,83,VGGFrozenMLP,containment,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_containment_readout_A_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
containment,0.07275508895224837,0.18679855430854098,0.2974838962095124,83,VGGFrozenMLP,containment,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_containment_readout_B_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
containment,0.09787658063520133,0.20989862850327967,0.3220293449369588,83,VGGFrozenMLP,containment,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_containment_readout_C_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
containment,0.16427172581714114,0.28087986463620984,0.3957965507071463,83,VGGFrozenMLP,containment,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_containment_readout_A_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
containment,0.02979195911520023,0.1466666666666666,0.22962408432367898,83,VGGFrozenMLP,containment,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_containment_readout_B_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
containment,-0.0029795501071145274,0.12363362231436115,0.19762007905209206,83,VGGFrozenMLP,containment,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_containment,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_containment_readout_C_containment_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
containment,0.016576996897953823,0.10700946755841223,0.2206997549947194,83,RPIN,containment,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_A_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,-0.04188119221907607,0.05387136419500216,0.1274200033118675,83,RPIN,containment,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_B_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,-0.04357420364989005,0.08071979434447307,0.18352096161847026,83,RPIN,containment,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
containment,-0.04357420364989005,0.08071979434447307,0.18352096161847026,83,RPIN,containment,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_containment_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
